athlete_id,athlete_name,sex,age,height_cm,weight_kg,team,noc,year,city,sport,event,medal
276,David Kipchoge,M,21,174,74,United States,USA,1896,Athens,Diving,3m Springboard Men,Bronze
277,Jean Tanaka,M,22,173,62,Romania,ROU,1896,Athens,Diving,10m Platform Men,Gold
278,Carl Chen,M,28,173,89,United States,USA,1896,Athens,Diving,10m Platform Men,Silver
279,Carl Phelps,M,28,185,69,Hungary,HUN,1896,Athens,Diving,10m Platform Men,Bronze
280,Ye Martin,F,19,169,50,Soviet Union,USSR,1896,Athens,Diving,3m Springboard Women,Gold
281,Mary Thompson,F,20,170,52,United States,USA,1896,Athens,Diving,3m Springboard Women,Silver
282,Emily Brown,F,23,156,57,Romania,ROU,1896,Athens,Diving,3m Springboard Women,Bronze
283,Maria Wang,F,28,171,54,Brazil,BRA,1896,Athens,Diving,10m Platform Women,Gold
284,Elena Volkov,F,16,178,67,France,FRA,1896,Athens,Diving,10m Platform Women,Silver
285,Maria Williams,F,22,164,40,Soviet Union,USSR,1896,Athens,Diving,10m Platform Women,Bronze
286,David Smith,M,34,184,66,Poland,POL,1896,Athens,Volleyball,Men,Gold
287,Ryan Lewis,M,20,162,89,United States,USA,1896,Athens,Volleyball,Men,Silver
288,Pierre Müller,M,25,184,63,Italy,ITA,1896,Athens,Volleyball,Men,Bronze
289,Nadia Yamamoto,F,25,175,50,France,FRA,1896,Athens,Volleyball,Women,Gold
290,Larisa Volkov,F,17,164,69,Soviet Union,USSR,1896,Athens,Volleyball,Women,Silver
291,Kim Martin,F,23,164,70,Poland,POL,1896,Athens,Volleyball,Women,Bronze
292,Jean Thompson,M,28,184,68,United States,USA,1896,Athens,Basketball,Men,Gold
293,Adam Martin,M,24,171,77,Australia,AUS,1896,Athens,Basketball,Men,Silver
294,Ryan Bolt,M,23,179,88,Italy,ITA,1896,Athens,Basketball,Men,Bronze
295,Emily Popov,F,29,164,52,Great Britain,GBR,1896,Athens,Basketball,Women,Gold
296,Nadia Smith,F,24,176,77,Soviet Union,USSR,1896,Athens,Basketball,Women,Silver
297,Tatiana Smith,F,24,158,49,United States,USA,1896,Athens,Basketball,Women,Bronze
298,Usain Yamamoto,M,18,174,95,France,FRA,1896,Athens,Football,Men,Gold
299,Wei Zhang,M,28,172,78,Japan,JPN,1896,Athens,Football,Men,Silver
300,Neymar Felix,M,19,177,90,Czech Republic,CZE,1896,Athens,Football,Men,Bronze
301,Dafne Kipchoge,F,25,164,68,Soviet Union,USSR,1896,Athens,Football,Women,Gold
302,Oksana Martin,F,28,161,50,United States,USA,1896,Athens,Football,Women,Silver
303,Dafne Williams,F,26,185,65,Germany,GER,1896,Athens,Football,Women,Bronze
304,James Volkov,M,18,176,62,Sweden,SWE,1896,Athens,Tennis,Singles Men,Gold
305,Ryan Johnson,M,28,177,66,Canada,CAN,1896,Athens,Tennis,Singles Men,Silver
306,Ivan Smith,M,23,177,60,Japan,JPN,1896,Athens,Tennis,Singles Men,Bronze
307,Simone Fischer,F,27,176,45,Netherlands,NED,1896,Athens,Tennis,Singles Women,Gold
308,Heike Chen,F,21,166,26,Japan,JPN,1896,Athens,Tennis,Singles Women,Silver
309,Emily Volkov,F,32,161,62,Soviet Union,USSR,1896,Athens,Tennis,Singles Women,Bronze
310,Neymar Bolt,M,29,162,87,Great Britain,GBR,1896,Athens,Tennis,Doubles Men,Gold
311,Pierre Tanaka,M,29,172,92,France,FRA,1896,Athens,Tennis,Doubles Men,Silver
312,James Fischer,M,26,180,65,Sweden,SWE,1896,Athens,Tennis,Doubles Men,Bronze
313,Heike Martin,F,22,164,58,United States,USA,1896,Athens,Tennis,Doubles Women,Gold
314,Elena Yamamoto,F,24,165,74,Italy,ITA,1896,Athens,Tennis,Doubles Women,Silver
315,Tatiana Felix,F,24,157,51,Japan,JPN,1896,Athens,Tennis,Doubles Women,Bronze
316,Klaus Kipchoge,M,25,176,80,Soviet Union,USSR,1896,Athens,Badminton,Singles Men,Gold
317,Wei Brown,M,30,179,72,Japan,JPN,1896,Athens,Badminton,Singles Men,Silver
318,Jean Phelps,M,22,177,61,Netherlands,NED,1896,Athens,Badminton,Singles Men,Bronze
319,Kim Brown,F,18,166,70,Belgium,BEL,1896,Athens,Badminton,Singles Women,Gold
320,Anna Tanaka,F,25,163,73,Soviet Union,USSR,1896,Athens,Badminton,Singles Women,Silver
321,Anna Thompson,F,25,179,76,Sweden,SWE,1896,Athens,Badminton,Singles Women,Bronze
322,Usain Zhang,M,24,172,74,Netherlands,NED,1896,Athens,Badminton,Doubles Men,Gold
323,Hans Bolt,M,22,167,78,Soviet Union,USSR,1896,Athens,Badminton,Doubles Men,Silver
324,Ivan Fischer,M,25,166,55,Japan,JPN,1896,Athens,Badminton,Doubles Men,Bronze
325,David Zhang,M,26,171,55,Poland,POL,1896,Athens,Badminton,Mixed Doubles,Gold
326,Zhang Johnson,M,29,173,76,Germany,GER,1896,Athens,Badminton,Mixed Doubles,Silver
327,Yuki Dubois,M,27,188,86,Soviet Union,USSR,1896,Athens,Badminton,Mixed Doubles,Bronze
328,Neymar Dubois,M,24,178,67,Romania,ROU,1896,Athens,Table Tennis,Singles Men,Gold
329,James Zhang,M,20,166,68,Japan,JPN,1896,Athens,Table Tennis,Singles Men,Silver
330,Adam Wang,M,32,183,101,Italy,ITA,1896,Athens,Table Tennis,Singles Men,Bronze
331,Simone Liu,F,27,179,59,United States,USA,1896,Athens,Table Tennis,Singles Women,Gold
332,Mary Bolt,F,22,168,69,Canada,CAN,1896,Athens,Table Tennis,Singles Women,Silver
333,Sarah Fischer,F,33,156,52,Norway,NOR,1896,Athens,Table Tennis,Singles Women,Bronze
334,Li Müller,M,26,169,67,Australia,AUS,1896,Athens,Table Tennis,Team Men,Gold
335,Usain Osei,M,30,168,60,Bulgaria,BUL,1896,Athens,Table Tennis,Team Men,Silver
336,Neymar Volkov,M,26,172,59,Italy,ITA,1896,Athens,Table Tennis,Team Men,Bronze
337,Jessica Park,F,22,152,54,Belgium,BEL,1896,Athens,Table Tennis,Team Women,Gold
338,Birgit Phelps,F,30,165,45,Netherlands,NED,1896,Athens,Table Tennis,Team Women,Silver
339,Simone Thompson,F,22,156,48,United States,USA,1896,Athens,Table Tennis,Team Women,Bronze
340,Robert Biles,M,28,178,63,Brazil,BRA,1896,Athens,Archery,Individual Men,Gold
341,Pierre Lewis,M,36,176,74,Australia,AUS,1896,Athens,Archery,Individual Men,Silver
342,Kento Phelps,M,24,183,68,France,FRA,1896,Athens,Archery,Individual Men,Bronze
343,Dafne Popov,F,21,164,50,New Zealand,NZL,1896,Athens,Archery,Individual Women,Gold
344,Elena Osei,F,30,155,57,Canada,CAN,1896,Athens,Archery,Individual Women,Silver
345,Anna Kipchoge,F,23,169,62,United States,USA,1896,Athens,Archery,Individual Women,Bronze
346,Hans Kipchoge,M,25,185,73,Germany,GER,1896,Athens,Archery,Team Men,Gold
347,Hans Kim,M,25,157,70,Denmark,DEN,1896,Athens,Archery,Team Men,Silver
348,Kento Yamamoto,M,29,170,91,United States,USA,1896,Athens,Archery,Team Men,Bronze
349,Dafne Kipchoge,F,33,152,67,Brazil,BRA,1896,Athens,Archery,Team Women,Gold
350,Oksana Lewis,F,28,162,53,Netherlands,NED,1896,Athens,Archery,Team Women,Silver
351,Oksana Liu,F,27,156,57,Soviet Union,USSR,1896,Athens,Archery,Team Women,Bronze
352,Neymar Lewis,M,23,170,89,Canada,CAN,1896,Athens,Equestrian,Dressage Individual,Gold
353,Usain Popov,M,25,177,77,Soviet Union,USSR,1896,Athens,Equestrian,Dressage Individual,Silver
354,Robert Chen,M,28,171,63,Great Britain,GBR,1896,Athens,Equestrian,Dressage Individual,Bronze
355,Li Popov,M,24,174,70,Great Britain,GBR,1896,Athens,Equestrian,Show Jumping Individual,Gold
356,Robert Chen,M,25,178,68,Soviet Union,USSR,1896,Athens,Equestrian,Show Jumping Individual,Silver
357,Jean Martin,M,28,182,85,United States,USA,1896,Athens,Equestrian,Show Jumping Individual,Bronze
358,Robert Yamamoto,M,34,167,75,Japan,JPN,1896,Athens,Equestrian,Eventing Individual,Gold
359,Alexei Johnson,M,18,172,58,Australia,AUS,1896,Athens,Equestrian,Eventing Individual,Silver
360,Jean Kim,M,29,178,83,France,FRA,1896,Athens,Equestrian,Eventing Individual,Bronze
361,Boris Fischer,M,28,169,75,Hungary,HUN,1896,Athens,Sailing,470 Men,Gold
362,Jean Dubois,M,24,189,83,Brazil,BRA,1896,Athens,Sailing,470 Men,Silver
363,Kento Tanaka,M,25,162,76,Soviet Union,USSR,1896,Athens,Sailing,470 Men,Bronze
364,Nadia Felix,F,32,160,62,United States,USA,1896,Athens,Sailing,470 Women,Gold
365,Liu Popov,F,28,175,58,Canada,CAN,1896,Athens,Sailing,470 Women,Silver
366,Nadia Yamamoto,F,29,174,77,New Zealand,NZL,1896,Athens,Sailing,470 Women,Bronze
367,David Wang,M,22,167,78,Sweden,SWE,1896,Athens,Sailing,Laser Men,Gold
368,Ryan Chen,M,25,182,72,Soviet Union,USSR,1896,Athens,Sailing,Laser Men,Silver
369,Zhang Müller,M,26,171,73,Australia,AUS,1896,Athens,Sailing,Laser Men,Bronze
370,Ye Lewis,F,27,154,33,Italy,ITA,1896,Athens,Sailing,Laser Women,Gold
371,Larisa Felix,F,30,165,55,France,FRA,1896,Athens,Sailing,Laser Women,Silver
372,Maria Yamamoto,F,29,153,56,Finland,FIN,1896,Athens,Sailing,Laser Women,Bronze
373,James Müller,M,22,177,76,Great Britain,GBR,1896,Athens,Canoeing,Canoe Sprint K1 500m Men,Gold
374,Alexei Liu,M,17,190,74,United States,USA,1896,Athens,Canoeing,Canoe Sprint K1 500m Men,Silver
375,Li Phelps,M,24,169,61,Germany,GER,1896,Athens,Canoeing,Canoe Sprint K1 500m Men,Bronze
376,Hans Fischer,M,18,183,65,France,FRA,1896,Athens,Canoeing,Canoe Slalom K1 Men,Gold
377,James Park,M,29,179,83,India,IND,1896,Athens,Canoeing,Canoe Slalom K1 Men,Silver
378,Michael Thompson,M,21,167,71,Norway,NOR,1896,Athens,Canoeing,Canoe Slalom K1 Men,Bronze
379,Heike Volkov,F,23,177,73,France,FRA,1896,Athens,Canoeing,Canoe Sprint K1 500m Women,Gold
380,Heike Phelps,F,31,165,85,Netherlands,NED,1896,Athens,Canoeing,Canoe Sprint K1 500m Women,Silver
381,Heike Wang,F,27,156,62,United States,USA,1896,Athens,Canoeing,Canoe Sprint K1 500m Women,Bronze
382,Alexei Biles,M,32,173,56,Poland,POL,1896,Athens,Taekwondo,-58kg Men,Gold
383,Pierre Volkov,M,18,180,83,Belgium,BEL,1896,Athens,Taekwondo,-58kg Men,Silver
384,Neymar Wang,M,31,172,85,Bulgaria,BUL,1896,Athens,Taekwondo,-58kg Men,Bronze
385,Hans Smith,M,22,157,89,United States,USA,1896,Athens,Taekwondo,-68kg Men,Gold
386,Boris Park,M,27,172,74,Australia,AUS,1896,Athens,Taekwondo,-68kg Men,Silver
387,Michael Zhang,M,21,171,63,Canada,CAN,1896,Athens,Taekwondo,-68kg Men,Bronze
388,Ivan Dubois,M,25,163,87,Brazil,BRA,1896,Athens,Taekwondo,-80kg Men,Gold
389,Klaus Müller,M,30,175,90,Great Britain,GBR,1896,Athens,Taekwondo,-80kg Men,Silver
390,David Müller,M,34,174,63,United States,USA,1896,Athens,Taekwondo,-80kg Men,Bronze
391,Emily Osei,F,21,162,41,United States,USA,1896,Athens,Taekwondo,-49kg Women,Gold
392,Anna Osei,F,24,170,56,Australia,AUS,1896,Athens,Taekwondo,-49kg Women,Silver
393,Emily Dubois,F,19,153,65,New Zealand,NZL,1896,Athens,Taekwondo,-49kg Women,Bronze
394,Heike Lewis,F,17,156,51,United States,USA,1896,Athens,Taekwondo,-57kg Women,Gold
395,Heike Osei,F,25,161,40,Australia,AUS,1896,Athens,Taekwondo,-57kg Women,Silver
396,Jessica Felix,F,28,163,83,Bulgaria,BUL,1896,Athens,Taekwondo,-57kg Women,Bronze
397,Ryan Wang,M,33,184,70,Great Britain,GBR,1896,Athens,Handball,Men,Gold
398,James Müller,M,20,179,77,Belgium,BEL,1896,Athens,Handball,Men,Silver
399,Neymar Smith,M,27,189,71,Canada,CAN,1896,Athens,Handball,Men,Bronze
400,Liu Brown,F,27,164,48,Romania,ROU,1896,Athens,Handball,Women,Gold
401,Tatiana Biles,F,30,164,42,Germany,GER,1896,Athens,Handball,Women,Silver
402,Elena Phelps,F,31,170,52,Canada,CAN,1896,Athens,Handball,Women,Bronze
403,Zhang Müller,M,30,172,79,Great Britain,GBR,1896,Athens,Hockey,Men,Gold
404,Pierre Lewis,M,31,173,73,Australia,AUS,1896,Athens,Hockey,Men,Silver
405,Usain Felix,M,30,173,73,Italy,ITA,1896,Athens,Hockey,Men,Bronze
406,Tatiana Dubois,F,30,180,57,Australia,AUS,1896,Athens,Hockey,Women,Gold
407,Dafne Lewis,F,22,168,50,Japan,JPN,1896,Athens,Hockey,Women,Silver
408,Sarah Kim,F,20,157,53,Denmark,DEN,1896,Athens,Hockey,Women,Bronze
409,Ryan Osei,M,23,181,80,Czech Republic,CZE,1900,Paris,Athletics,100m Men,Gold
410,James Felix,M,28,181,82,United States,USA,1900,Paris,Athletics,100m Men,Silver
411,Alexei Johnson,M,27,183,74,Belgium,BEL,1900,Paris,Athletics,100m Men,Bronze
412,Mark Park,M,22,175,73,United States,USA,1900,Paris,Athletics,200m Men,Gold
413,Pierre Smith,M,27,181,73,France,FRA,1900,Paris,Athletics,200m Men,Silver
414,Carl Smith,M,19,182,87,Soviet Union,USSR,1900,Paris,Athletics,200m Men,Bronze
415,Boris Popov,M,24,169,75,Soviet Union,USSR,1900,Paris,Athletics,400m Men,Gold
416,Adam Johnson,M,24,163,77,Canada,CAN,1900,Paris,Athletics,400m Men,Silver
417,Pierre Yamamoto,M,24,163,67,Great Britain,GBR,1900,Paris,Athletics,400m Men,Bronze
418,David Park,M,28,191,83,Norway,NOR,1900,Paris,Athletics,800m Men,Gold
419,Zhang Popov,M,19,173,64,Canada,CAN,1900,Paris,Athletics,800m Men,Silver
420,David Felix,M,21,176,79,Italy,ITA,1900,Paris,Athletics,800m Men,Bronze
421,Carl Phelps,M,23,162,82,Great Britain,GBR,1900,Paris,Athletics,1500m Men,Gold
422,Sergei Brown,M,29,176,84,Soviet Union,USSR,1900,Paris,Athletics,1500m Men,Silver
423,Ryan Kim,M,27,173,73,Canada,CAN,1900,Paris,Athletics,1500m Men,Bronze
424,Li Felix,M,26,159,63,Hungary,HUN,1900,Paris,Athletics,Marathon Men,Gold
425,Hans Martin,M,27,170,50,Canada,CAN,1900,Paris,Athletics,Marathon Men,Silver
426,Boris Bolt,M,25,171,68,India,IND,1900,Paris,Athletics,Marathon Men,Bronze
427,Dafne Müller,F,27,166,58,Canada,CAN,1900,Paris,Athletics,100m Women,Gold
428,Heike Biles,F,19,145,59,Soviet Union,USSR,1900,Paris,Athletics,100m Women,Silver
429,Simone Lewis,F,20,163,45,Germany,GER,1900,Paris,Athletics,100m Women,Bronze
430,Kim Thompson,F,20,161,64,United States,USA,1900,Paris,Athletics,200m Women,Gold
431,Simone Brown,F,30,164,66,Netherlands,NED,1900,Paris,Athletics,200m Women,Silver
432,Kim Felix,F,21,159,55,France,FRA,1900,Paris,Athletics,200m Women,Bronze
433,Liu Biles,F,32,158,61,Finland,FIN,1900,Paris,Athletics,400m Women,Gold
434,Dafne Lewis,F,25,173,65,Netherlands,NED,1900,Paris,Athletics,400m Women,Silver
435,Allyson Yamamoto,F,28,160,57,Germany,GER,1900,Paris,Athletics,400m Women,Bronze
436,Dafne Kipchoge,F,22,165,65,Italy,ITA,1900,Paris,Athletics,Marathon Women,Gold
437,Elena Johnson,F,30,159,61,France,FRA,1900,Paris,Athletics,Marathon Women,Silver
438,Liu Wang,F,32,163,61,Australia,AUS,1900,Paris,Athletics,Marathon Women,Bronze
439,Adam Tanaka,M,29,190,93,Germany,GER,1900,Paris,Athletics,Long Jump Men,Gold
440,Pierre Liu,M,29,177,82,United States,USA,1900,Paris,Athletics,Long Jump Men,Silver
441,Klaus Park,M,28,180,52,Poland,POL,1900,Paris,Athletics,Long Jump Men,Bronze
442,Carl Smith,M,22,188,73,Germany,GER,1900,Paris,Athletics,High Jump Men,Gold
443,Boris Biles,M,26,176,62,United States,USA,1900,Paris,Athletics,High Jump Men,Silver
444,Hans Liu,M,23,177,65,Soviet Union,USSR,1900,Paris,Athletics,High Jump Men,Bronze
445,Neymar Park,M,20,187,63,Romania,ROU,1900,Paris,Athletics,Shot Put Men,Gold
446,Wei Volkov,M,29,173,79,Hungary,HUN,1900,Paris,Athletics,Shot Put Men,Silver
447,Yuki Kim,M,30,183,74,United States,USA,1900,Paris,Athletics,Shot Put Men,Bronze
448,Robert Smith,M,29,175,58,Soviet Union,USSR,1900,Paris,Athletics,Decathlon,Gold
449,Neymar Popov,M,25,172,73,United States,USA,1900,Paris,Athletics,Decathlon,Silver
450,Ivan Popov,M,31,170,74,France,FRA,1900,Paris,Athletics,Decathlon,Bronze
451,Mary Müller,F,24,169,44,Soviet Union,USSR,1900,Paris,Athletics,Heptathlon,Gold
452,Birgit Martin,F,27,160,54,France,FRA,1900,Paris,Athletics,Heptathlon,Silver
453,Birgit Osei,F,22,175,51,United States,USA,1900,Paris,Athletics,Heptathlon,Bronze
454,Ivan Park,M,32,169,85,Czech Republic,CZE,1900,Paris,Swimming,100m Freestyle Men,Gold
455,Michael Phelps,M,22,178,89,New Zealand,NZL,1900,Paris,Swimming,100m Freestyle Men,Silver
456,Sergei Biles,M,27,179,72,Great Britain,GBR,1900,Paris,Swimming,100m Freestyle Men,Bronze
457,Carl Chen,M,24,177,70,Soviet Union,USSR,1900,Paris,Swimming,200m Freestyle Men,Gold
458,Mark Biles,M,25,168,78,Japan,JPN,1900,Paris,Swimming,200m Freestyle Men,Silver
459,Alexei Wang,M,28,173,68,Great Britain,GBR,1900,Paris,Swimming,200m Freestyle Men,Bronze
460,Wei Liu,M,31,160,85,Great Britain,GBR,1900,Paris,Swimming,400m Freestyle Men,Gold
461,Zhang Felix,M,27,162,88,Netherlands,NED,1900,Paris,Swimming,400m Freestyle Men,Silver
462,Zhang Johnson,M,21,175,65,Denmark,DEN,1900,Paris,Swimming,400m Freestyle Men,Bronze
463,Carl Zhang,M,19,190,80,Soviet Union,USSR,1900,Paris,Swimming,100m Backstroke Men,Gold
464,Li Martin,M,36,173,63,United States,USA,1900,Paris,Swimming,100m Backstroke Men,Silver
465,Boris Liu,M,24,183,81,Great Britain,GBR,1900,Paris,Swimming,100m Backstroke Men,Bronze
466,Ryan Kim,M,28,180,58,Brazil,BRA,1900,Paris,Swimming,100m Breaststroke Men,Gold
467,Jean Popov,M,26,180,87,Australia,AUS,1900,Paris,Swimming,100m Breaststroke Men,Silver
468,Ryan Thompson,M,24,183,82,Soviet Union,USSR,1900,Paris,Swimming,100m Breaststroke Men,Bronze
469,Boris Yamamoto,M,23,161,81,Finland,FIN,1900,Paris,Swimming,100m Butterfly Men,Gold
470,James Kipchoge,M,16,166,64,United States,USA,1900,Paris,Swimming,100m Butterfly Men,Silver
471,Mark Martin,M,30,167,64,Canada,CAN,1900,Paris,Swimming,100m Butterfly Men,Bronze
472,James Kipchoge,M,33,168,65,Netherlands,NED,1900,Paris,Swimming,200m Individual Medley Men,Gold
473,Kento Volkov,M,23,186,92,Japan,JPN,1900,Paris,Swimming,200m Individual Medley Men,Silver
474,Boris Bolt,M,29,168,80,Brazil,BRA,1900,Paris,Swimming,200m Individual Medley Men,Bronze
475,Ivan Wang,M,28,162,85,Romania,ROU,1900,Paris,Swimming,4x100m Relay Men,Gold
476,Neymar Williams,M,22,175,65,Hungary,HUN,1900,Paris,Swimming,4x100m Relay Men,Silver
477,Li Thompson,M,25,178,71,Czech Republic,CZE,1900,Paris,Swimming,4x100m Relay Men,Bronze
478,Larisa Smith,F,24,160,65,United States,USA,1900,Paris,Swimming,100m Freestyle Women,Gold
479,Kim Brown,F,27,171,64,Romania,ROU,1900,Paris,Swimming,100m Freestyle Women,Silver
480,Mary Müller,F,32,156,56,Soviet Union,USSR,1900,Paris,Swimming,100m Freestyle Women,Bronze
481,Heike Phelps,F,19,162,68,Romania,ROU,1900,Paris,Swimming,200m Freestyle Women,Gold
482,Mary Müller,F,28,146,73,Netherlands,NED,1900,Paris,Swimming,200m Freestyle Women,Silver
483,Anna Fischer,F,25,167,62,Great Britain,GBR,1900,Paris,Swimming,200m Freestyle Women,Bronze
484,Emily Biles,F,31,170,56,Great Britain,GBR,1900,Paris,Swimming,400m Freestyle Women,Gold
485,Heike Kipchoge,F,23,171,71,United States,USA,1900,Paris,Swimming,400m Freestyle Women,Silver
486,Tatiana Chen,F,33,162,61,Canada,CAN,1900,Paris,Swimming,400m Freestyle Women,Bronze
487,Larisa Brown,F,30,158,53,Australia,AUS,1900,Paris,Swimming,100m Backstroke Women,Gold
488,Mary Dubois,F,25,179,53,Germany,GER,1900,Paris,Swimming,100m Backstroke Women,Silver
489,Anna Smith,F,23,154,54,Great Britain,GBR,1900,Paris,Swimming,100m Backstroke Women,Bronze
490,Birgit Bolt,F,27,168,59,Romania,ROU,1900,Paris,Swimming,100m Breaststroke Women,Gold
491,Sarah Brown,F,27,165,46,Japan,JPN,1900,Paris,Swimming,100m Breaststroke Women,Silver
492,Simone Müller,F,26,156,43,Belgium,BEL,1900,Paris,Swimming,100m Breaststroke Women,Bronze
493,Tatiana Smith,F,29,154,60,Germany,GER,1900,Paris,Swimming,4x100m Relay Women,Gold
494,Maria Volkov,F,27,164,61,Soviet Union,USSR,1900,Paris,Swimming,4x100m Relay Women,Silver
495,Liu Martin,F,31,174,71,Italy,ITA,1900,Paris,Swimming,4x100m Relay Women,Bronze
496,David Johnson,M,30,173,64,Japan,JPN,1900,Paris,Gymnastics,All-Around Men,Gold
497,Neymar Volkov,M,20,186,76,Germany,GER,1900,Paris,Gymnastics,All-Around Men,Silver
498,Pierre Thompson,M,23,175,82,Finland,FIN,1900,Paris,Gymnastics,All-Around Men,Bronze
499,Jean Bolt,M,22,180,74,Czech Republic,CZE,1900,Paris,Gymnastics,Floor Exercise Men,Gold
500,Sergei Dubois,M,34,176,71,Soviet Union,USSR,1900,Paris,Gymnastics,Floor Exercise Men,Silver
501,Yuki Volkov,M,26,185,77,Norway,NOR,1900,Paris,Gymnastics,Floor Exercise Men,Bronze
502,Adam Müller,M,19,167,56,Finland,FIN,1900,Paris,Gymnastics,Pommel Horse Men,Gold
503,Michael Phelps,M,19,185,82,Sweden,SWE,1900,Paris,Gymnastics,Pommel Horse Men,Silver
504,Li Thompson,M,24,175,82,Soviet Union,USSR,1900,Paris,Gymnastics,Pommel Horse Men,Bronze
505,Jean Park,M,25,170,76,Soviet Union,USSR,1900,Paris,Gymnastics,Rings Men,Gold
506,Adam Müller,M,29,171,88,Japan,JPN,1900,Paris,Gymnastics,Rings Men,Silver
507,Klaus Brown,M,19,158,80,Netherlands,NED,1900,Paris,Gymnastics,Rings Men,Bronze
508,Klaus Osei,M,26,169,75,United States,USA,1900,Paris,Gymnastics,Vault Men,Gold
509,Sergei Zhang,M,24,186,62,Poland,POL,1900,Paris,Gymnastics,Vault Men,Silver
510,Robert Yamamoto,M,29,179,64,Germany,GER,1900,Paris,Gymnastics,Vault Men,Bronze
511,Mark Thompson,M,21,166,75,Canada,CAN,1900,Paris,Gymnastics,Parallel Bars Men,Gold
512,Boris Kipchoge,M,19,164,61,Bulgaria,BUL,1900,Paris,Gymnastics,Parallel Bars Men,Silver
513,Usain Zhang,M,23,183,63,Sweden,SWE,1900,Paris,Gymnastics,Parallel Bars Men,Bronze
514,Neymar Kim,M,20,177,53,Australia,AUS,1900,Paris,Gymnastics,Horizontal Bar Men,Gold
515,James Bolt,M,24,181,51,Czech Republic,CZE,1900,Paris,Gymnastics,Horizontal Bar Men,Silver
516,Sergei Kim,M,21,178,65,Canada,CAN,1900,Paris,Gymnastics,Horizontal Bar Men,Bronze
517,Larisa Chen,F,26,178,57,Soviet Union,USSR,1900,Paris,Gymnastics,All-Around Women,Gold
518,Allyson Volkov,F,27,163,56,Sweden,SWE,1900,Paris,Gymnastics,All-Around Women,Silver
519,Simone Bolt,F,20,169,58,United States,USA,1900,Paris,Gymnastics,All-Around Women,Bronze
520,Simone Volkov,F,23,169,63,Soviet Union,USSR,1900,Paris,Gymnastics,Floor Exercise Women,Gold
521,Jessica Bolt,F,31,160,53,New Zealand,NZL,1900,Paris,Gymnastics,Floor Exercise Women,Silver
522,Kim Wang,F,21,162,60,Japan,JPN,1900,Paris,Gymnastics,Floor Exercise Women,Bronze
523,Maria Zhang,F,22,170,68,Czech Republic,CZE,1900,Paris,Gymnastics,Beam Women,Gold
524,Maria Osei,F,25,143,62,Sweden,SWE,1900,Paris,Gymnastics,Beam Women,Silver
525,Larisa Müller,F,27,171,69,Italy,ITA,1900,Paris,Gymnastics,Beam Women,Bronze
526,Simone Zhang,F,25,163,76,Soviet Union,USSR,1900,Paris,Gymnastics,Vault Women,Gold
527,Tatiana Kim,F,17,163,57,Norway,NOR,1900,Paris,Gymnastics,Vault Women,Silver
528,Heike Martin,F,31,158,59,Canada,CAN,1900,Paris,Gymnastics,Vault Women,Bronze
529,Kento Smith,M,29,157,68,Great Britain,GBR,1900,Paris,Cycling,Road Race Men,Gold
530,Carl Felix,M,26,172,88,Romania,ROU,1900,Paris,Cycling,Road Race Men,Silver
531,Ivan Lewis,M,23,165,68,Brazil,BRA,1900,Paris,Cycling,Road Race Men,Bronze
532,Klaus Phelps,M,25,177,78,Great Britain,GBR,1900,Paris,Cycling,Time Trial Men,Gold
533,Alexei Smith,M,27,187,88,Italy,ITA,1900,Paris,Cycling,Time Trial Men,Silver
534,Pierre Liu,M,27,184,82,Norway,NOR,1900,Paris,Cycling,Time Trial Men,Bronze
535,Adam Kim,M,21,162,70,United States,USA,1900,Paris,Cycling,Track Sprint Men,Gold
536,Mark Yamamoto,M,23,181,78,Soviet Union,USSR,1900,Paris,Cycling,Track Sprint Men,Silver
537,James Yamamoto,M,21,178,93,Norway,NOR,1900,Paris,Cycling,Track Sprint Men,Bronze
538,Sarah Biles,F,25,172,68,Germany,GER,1900,Paris,Cycling,Road Race Women,Gold
